DOM_fil,microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
DOM,1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Acylaminobenzoic.acid.and.derivatives,-0.39805484845142186,-1.2272904259094084,0.25460097206741555,8,-0.8217335253596094,0.30901978267440944,Pearson's product-moment correlation,two.sided,0.4027835545764247
DOM,1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Acylaminobenzoic.acid.and.derivatives,0.31802225451090027,0.9487592704333935,0.37051868767312934,8,-0.3896195935989974,0.7895523929015668,Pearson's product-moment correlation,two.sided,0.4836133391018555
DOM,2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Acylaminobenzoic.acid.and.derivatives,0.41253136032653537,1.2808862660834366,0.2361161259348527,8,-0.29326873574293927,0.8272795728866174,Pearson's product-moment correlation,two.sided,0.3890549802335641
DOM,2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Acylaminobenzoic.acid.and.derivatives,0.3379830281807655,1.0157340754252384,0.3394873963433016,8,-0.370483212653874,0.7978289348517199,Pearson's product-moment correlation,two.sided,0.46246597798219236
DOM,2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Acylaminobenzoic.acid.and.derivatives,-0.7803026415837754,-3.5289762451391002,0.007743582533557097,8,-0.9454367502004001,-0.2961982786900154,Pearson's product-moment correlation,two.sided,0.060326421641206156
DOM,2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Acylaminobenzoic.acid.and.derivatives,-0.43463162262670796,-1.3649927925813676,0.20940463446764654,8,-0.8355932373590715,0.2684603214025866,Pearson's product-moment correlation,two.sided,0.3727912492773873
DOM,2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Acylaminobenzoic.acid.and.derivatives,-0.6034119253027974,-2.1402598393927774,0.06475019583873926,8,-0.8935551591850621,0.04227606914694426,Pearson's product-moment correlation,two.sided,0.19095820467695984
DOM,3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Acylaminobenzoic.acid.and.derivatives,-0.7801303262909444,-3.5269848064067926,0.007766160027373665,8,-0.9453899816302449,-0.29579645614413486,Pearson's product-moment correlation,two.sided,0.060326421641206156
DOM,3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Acylaminobenzoic.acid.and.derivatives,0.33831600536969064,1.0168640344351865,0.33898138979946507,8,-0.3701588047176907,0.7979655462862412,Pearson's product-moment correlation,two.sided,0.46246597798219236
DOM,3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Acylaminobenzoic.acid.and.derivatives,0.23439985099374644,0.6819827500085757,0.5145059068645218,8,-0.46365459304823964,0.7529086474131143,Pearson's product-moment correlation,two.sided,0.6115029220930792
DOM,3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acylaminobenzoic.acid.and.derivatives,-0.33666819983037966,-1.0112764024301872,0.34148923494673467,8,-0.7972890349551145,0.3717625170284373,Pearson's product-moment correlation,two.sided,0.46276578567548154
DOM,3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Acylaminobenzoic.acid.and.derivatives,-0.9829280067575683,-15.11023138178314,3.6407419797287704e-7,8,-0.9960941961435398,-0.9270025874287131,Pearson's product-moment correlation,two.sided,2.860455413439492e-4
DOM,376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acylaminobenzoic.acid.and.derivatives,0.4308617732325976,1.3504398316447965,0.2138316521847393,8,-0.27275914831464493,0.8341879720524277,Pearson's product-moment correlation,two.sided,0.37281270020185003
DOM,4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Acylaminobenzoic.acid.and.derivatives,0.4354989661274563,1.3683535050362827,0.208393639636927,8,-0.2674672953638,0.8359158112187592,Pearson's product-moment correlation,two.sided,0.3727912492773873
DOM,45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Acylaminobenzoic.acid.and.derivatives,-0.7714261672556006,-3.4289770359698744,0.008968365046228863,8,-0.9430186749364352,-0.27571977490262006,Pearson's product-moment correlation,two.sided,0.06556703857326984
DOM,4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acylaminobenzoic.acid.and.derivatives,0.33837251112042976,1.0170558296443213,0.33889555952766165,8,-0.3701037360017517,0.7979887243638721,Pearson's product-moment correlation,two.sided,0.46246597798219236
DOM,4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Acylaminobenzoic.acid.and.derivatives,0.41314006256638963,1.2831648918080558,0.2353559627270341,8,-0.2925979403027109,0.8275110130403363,Pearson's product-moment correlation,two.sided,0.3890549802335641
DOM,493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Acylaminobenzoic.acid.and.derivatives,0.5350329747921364,1.7912475552341407,0.11102779540430129,8,-0.14264690837442734,0.8711830992668944,Pearson's product-moment correlation,two.sided,0.2660996749359287
